allocation,multiplexing,target_fidelity,scenario,run_idx,rate_hz,accepted_rate_hz,below_target_rate_hz,fidelity,accepted_fidelity,below_target_count,delivered_count,case_label
1:1,True,0.7822869764936485,no TTL,48,102.0,101.0,1.0,0.8821238544220025,0.8832721906324725,2,204,allocation 1:1
1:1,True,0.7822869764936485,no TTL,38,94.0,93.5,0.5,0.8838527191709525,0.8843995742108656,1,188,allocation 1:1
1:1,True,0.7822869764936485,no TTL,34,97.5,94.0,3.5,0.8775652508022906,0.8817430109134492,7,195,allocation 1:1
1:1,True,0.7822869764936485,no TTL,35,101.5,99.0,2.5,0.8784245765187799,0.8812680981078899,5,203,allocation 1:1
1:1,True,0.7822869764936485,no TTL,33,97.5,96.0,1.5,0.8816860025884696,0.8836235570642026,3,195,allocation 1:1
1:1,True,0.7822869764936485,no TTL,41,105.0,105.0,0.0,0.8856089907427065,0.8856089907427065,0,210,allocation 1:1
1:1,True,0.7822869764936485,no TTL,37,91.5,90.5,1.0,0.876263204315948,0.8776143115387751,2,183,allocation 1:1
1:1,True,0.7822869764936485,no TTL,51,80.5,77.5,3.0,0.8772514477340272,0.8814394641975292,6,161,allocation 1:1
1:1,True,0.7822869764936485,no TTL,40,90.5,88.5,2.0,0.8766204776244222,0.8793189561453889,4,181,allocation 1:1
1:1,True,0.7822869764936485,no TTL,52,82.0,78.5,3.5,0.8808116209868032,0.8861005501383318,7,164,allocation 1:1
1:1,True,0.7822869764936485,no TTL,39,102.5,99.5,3.0,0.8804965650028781,0.8839539791755318,6,205,allocation 1:1
1:1,True,0.7822869764936485,no TTL,45,94.5,93.5,1.0,0.8791556570837428,0.8805275625095933,2,189,allocation 1:1
1:1,True,0.7822869764936485,no TTL,43,96.0,95.0,1.0,0.8815198270500602,0.8827276542118444,2,192,allocation 1:1
1:1,True,0.7822869764936485,no TTL,55,84.5,83.0,1.5,0.8787730346954542,0.8807815265565139,3,169,allocation 1:1
1:1,True,0.7822869764936485,no TTL,46,97.0,95.5,1.5,0.8809162891915145,0.8831532625320992,3,194,allocation 1:1
1:1,True,0.7822869764936485,no TTL,49,94.0,93.0,1.0,0.8823444046304408,0.8834422212390414,2,188,allocation 1:1
1:1,True,0.7822869764936485,no TTL,36,118.5,116.5,2.0,0.8810983919047336,0.8831340652211219,4,237,allocation 1:1
1:1,True,0.7822869764936485,no TTL,44,100.0,98.0,2.0,0.878437516372746,0.8812833434458908,4,200,allocation 1:1
1:1,True,0.7822869764936485,no TTL,47,99.0,98.0,1.0,0.882238922095365,0.883583033112059,2,198,allocation 1:1
1:1,True,0.7822869764936485,no TTL,58,86.5,85.0,1.5,0.8809721831108942,0.8830276204226044,3,173,allocation 1:1
1:1,True,0.7822869764936485,no TTL,54,99.5,98.5,1.0,0.8827729297422424,0.8840116276533149,2,199,allocation 1:1
1:1,True,0.7822869764936485,no TTL,57,95.0,93.0,2.0,0.8786061601245383,0.8811878380666762,4,190,allocation 1:1
1:1,True,0.7822869764936485,no TTL,42,98.5,97.5,1.0,0.8827943558218845,0.884106633375243,2,197,allocation 1:1
1:1,True,0.7822869764936485,no TTL,53,93.0,91.5,1.5,0.8799178728289042,0.8818134377887208,3,186,allocation 1:1
1:1,True,0.7822869764936485,no TTL,50,97.5,95.0,2.5,0.8786001473852034,0.8816963701540639,5,195,allocation 1:1
1:1,True,0.7822869764936485,no TTL,59,96.5,95.5,1.0,0.8792601369379957,0.8803082955830266,2,193,allocation 1:1
1:1,True,0.7822869764936485,no TTL,56,107.0,106.5,0.5,0.8783615872082077,0.8789215790489918,1,214,allocation 1:1
1:1,True,0.7822869764936485,no TTL,60,89.5,87.5,2.0,0.8816786137748227,0.8842755842284793,4,179,allocation 1:1
1:1,True,0.7822869764936485,no TTL,61,99.0,98.5,0.5,0.880642224342491,0.8813325835264206,1,198,allocation 1:1
1:1,True,0.7822869764936485,no TTL,64,99.5,98.0,1.5,0.8788143176409017,0.8806521436399689,3,199,allocation 1:1
1:1,True,0.7822869764936485,no TTL,62,93.0,90.5,2.5,0.8779517642668268,0.8810561587082191,5,186,allocation 1:1
1:1,True,0.7822869764936485,no TTL,65,102.0,100.5,1.5,0.8825957977172199,0.884855042158933,3,204,allocation 1:1
1:1,True,0.7822869764936485,no TTL,63,95.0,94.0,1.0,0.8795835719439984,0.8809561790393754,2,190,allocation 1:1
1:1,True,0.7822869764936485,no TTL,74,86.5,86.0,0.5,0.8779391360917781,0.8786261021884564,1,173,allocation 1:1
1:1,True,0.7822869764936485,no TTL,69,91.5,91.0,0.5,0.8795728061338028,0.8803029868697586,1,183,allocation 1:1
1:1,True,0.7822869764936485,no TTL,67,99.0,96.0,3.0,0.8773364580918906,0.8810609342919897,6,198,allocation 1:1
1:1,True,0.7822869764936485,no TTL,68,100.5,95.5,5.0,0.8751232678453493,0.8814530196718096,10,201,allocation 1:1
1:1,True,0.7822869764936485,no TTL,70,94.0,93.5,0.5,0.8780943881063447,0.8786613453705436,1,188,allocation 1:1
1:1,True,0.7822869764936485,no TTL,66,98.0,97.0,1.0,0.8856347510787544,0.8868378014092052,2,196,allocation 1:1
1:1,True,0.7822869764936485,no TTL,75,96.5,93.0,3.5,0.8758359618386931,0.8803732213806893,7,193,allocation 1:1
1:1,True,0.7822869764936485,no TTL,72,97.5,96.0,1.5,0.8813786952538479,0.8833445987452578,3,195,allocation 1:1
1:1,True,0.7822869764936485,no TTL,73,87.0,85.5,1.5,0.876773891924514,0.8790191098970332,3,174,allocation 1:1
1:1,True,0.7822869764936485,no TTL,79,91.5,88.0,3.5,0.8750355411679852,0.8797253463450757,7,183,allocation 1:1
1:1,True,0.7822869764936485,no TTL,80,92.0,89.5,2.5,0.8750350180000862,0.8788814932520594,5,184,allocation 1:1
1:1,True,0.7822869764936485,no TTL,71,95.0,93.0,2.0,0.8821052218252349,0.8852270290235662,4,190,allocation 1:1
1:1,True,0.7822869764936485,no TTL,76,105.0,104.5,0.5,0.8836169989986903,0.8843604746877421,1,210,allocation 1:1
1:1,True,0.7822869764936485,no TTL,77,87.0,86.0,1.0,0.8801332243221471,0.8813721138891942,2,174,allocation 1:1
1:1,True,0.7822869764936485,no TTL,78,95.5,94.5,1.0,0.8802667140260036,0.8813166715796014,2,191,allocation 1:1
1:1,True,0.7822869764936485,no TTL,83,103.5,101.0,2.5,0.8834505841082076,0.8862555741620637,5,207,allocation 1:1
1:1,True,0.7822869764936485,no TTL,81,97.0,94.5,2.5,0.8804340574991849,0.8840965306575641,5,194,allocation 1:1
1:1,True,0.7822869764936485,no TTL,84,96.0,95.0,1.0,0.881995622255682,0.883202345691495,2,192,allocation 1:1
1:1,True,0.7822869764936485,no TTL,87,97.5,96.5,1.0,0.879350945872699,0.8814867506174385,2,195,allocation 1:1
1:1,True,0.7822869764936485,no TTL,82,98.0,96.0,2.0,0.8788100410264899,0.8813130589494356,4,196,allocation 1:1
1:1,True,0.7822869764936485,no TTL,86,84.5,83.0,1.5,0.8793677960315839,0.8814790800758031,3,169,allocation 1:1
1:1,True,0.7822869764936485,no TTL,85,91.0,90.5,0.5,0.8800349530141061,0.8806195561866726,1,182,allocation 1:1
1:1,True,0.7822869764936485,no TTL,88,101.0,99.5,1.5,0.879193383553813,0.8808222294878914,3,202,allocation 1:1
1:1,True,0.7822869764936485,no TTL,89,108.5,106.0,2.5,0.880479833375064,0.8832908365334994,5,217,allocation 1:1
1:1,True,0.7822869764936485,no TTL,91,94.0,92.5,1.5,0.8764015727935835,0.8783530162087633,3,188,allocation 1:1
1:1,True,0.7822869764936485,no TTL,90,88.5,85.5,3.0,0.8756922637175377,0.8805303583780553,6,177,allocation 1:1
1:1,True,0.7822869764936485,no TTL,93,94.0,92.0,2.0,0.8782285162629567,0.8812385122435858,4,188,allocation 1:1
1:1,True,0.7822869764936485,no TTL,92,95.0,92.5,2.5,0.8835266793668806,0.8866603601154887,5,190,allocation 1:1
1:1,True,0.7822869764936485,no TTL,94,95.5,93.0,2.5,0.8788542102511882,0.88251508246211,5,191,allocation 1:1
1:1,True,0.7822869764936485,no TTL,95,98.5,97.5,1.0,0.8785813209585013,0.8797534453915529,2,197,allocation 1:1
1:1,True,0.7822869764936485,no TTL,96,107.5,106.0,1.5,0.8812762535822326,0.8827563570463669,3,215,allocation 1:1
1:1,True,0.7822869764936485,model TTL,23,92.5,91.0,1.5,0.8810488224805962,0.8827893499801182,3,185,allocation 1:1
1:1,True,0.7822869764936485,no TTL,97,91.0,90.5,0.5,0.8834254210319153,0.8841396214585556,1,182,allocation 1:1
1:1,True,0.7822869764936485,no TTL,99,89.5,88.0,1.5,0.8799155669481932,0.8819738705923597,3,179,allocation 1:1
1:1,True,0.7822869764936485,no TTL,98,94.0,92.5,1.5,0.8781537853374478,0.8800849384362399,3,188,allocation 1:1
1:1,True,0.7822869764936485,model TTL,0,101.0,101.0,0.0,0.883584475195947,0.883584475195947,0,202,allocation 1:1
1:1,True,0.7822869764936485,model TTL,4,91.5,90.0,1.5,0.8759504537837433,0.8775903188696652,3,183,allocation 1:1
1:1,True,0.7822869764936485,model TTL,1,96.0,96.0,0.0,0.8836748275996992,0.8836748275996992,0,192,allocation 1:1
1:1,True,0.7822869764936485,model TTL,8,93.0,91.5,1.5,0.8764930692956523,0.8781503209431655,3,186,allocation 1:1
1:1,True,0.7822869764936485,model TTL,2,107.5,106.5,1.0,0.8833132115976616,0.8843542904935087,2,215,allocation 1:1
1:1,True,0.7822869764936485,model TTL,6,97.5,97.5,0.0,0.8826258984846713,0.8826258984846713,0,195,allocation 1:1
1:1,True,0.7822869764936485,model TTL,3,104.0,103.0,1.0,0.8807942879858125,0.881780317147079,2,208,allocation 1:1
1:1,True,0.7822869764936485,model TTL,5,92.0,90.5,1.5,0.8811694545336529,0.8828838014408558,3,184,allocation 1:1
1:1,True,0.7822869764936485,model TTL,16,90.5,90.0,0.5,0.8772497910112688,0.8777860743990583,1,181,allocation 1:1
1:1,True,0.7822869764936485,model TTL,9,96.0,95.5,0.5,0.8852467150286429,0.8858384966649497,1,192,allocation 1:1
1:1,True,0.7822869764936485,model TTL,7,94.0,93.5,0.5,0.8835614708115849,0.884152308330638,1,188,allocation 1:1
1:1,True,0.7822869764936485,model TTL,11,98.0,98.0,0.0,0.8802229037471249,0.8802229037471249,0,196,allocation 1:1
1:1,True,0.7822869764936485,model TTL,13,97.5,96.5,1.0,0.8788193522333204,0.8798756714899066,2,195,allocation 1:1
1:1,True,0.7822869764936485,model TTL,14,88.0,86.5,1.5,0.8770809439318191,0.8788667616404023,3,176,allocation 1:1
1:1,True,0.7822869764936485,model TTL,10,100.0,98.5,1.5,0.8787145795319592,0.8802519896924456,3,200,allocation 1:1
1:1,True,0.7822869764936485,model TTL,15,89.5,88.5,1.0,0.8824523298916782,0.8836365778493257,2,179,allocation 1:1
1:1,True,0.7822869764936485,model TTL,18,93.5,92.0,1.5,0.8791521312985436,0.8808292051063714,3,187,allocation 1:1
1:1,True,0.7822869764936485,model TTL,12,106.0,104.5,1.5,0.8832526086818188,0.8848446985873585,3,212,allocation 1:1
1:1,True,0.7822869764936485,model TTL,17,106.0,106.0,0.0,0.8833087583238809,0.8833087583238809,0,212,allocation 1:1
1:1,True,0.7822869764936485,model TTL,19,105.0,104.5,0.5,0.8853753605693568,0.8858775001052297,1,210,allocation 1:1
1:1,True,0.7822869764936485,model TTL,20,98.0,97.0,1.0,0.8812665422712206,0.8823615782138097,2,196,allocation 1:1
1:1,True,0.7822869764936485,model TTL,21,105.5,105.5,0.0,0.8836944251082265,0.8836944251082265,0,211,allocation 1:1
1:1,True,0.7822869764936485,model TTL,22,104.5,104.5,0.0,0.8827566642916006,0.8827566642916006,0,209,allocation 1:1
1:1,True,0.7822869764936485,model TTL,24,99.5,99.5,0.0,0.8802481545637432,0.8802481545637432,0,199,allocation 1:1
1:1,True,0.7822869764936485,model TTL,26,107.0,106.0,1.0,0.8853178088290893,0.8863599811604305,2,214,allocation 1:1
1:1,True,0.7822869764936485,model TTL,25,99.5,98.5,1.0,0.8813795001769746,0.8824282767740187,2,199,allocation 1:1
1:1,True,0.7822869764936485,model TTL,28,102.0,101.5,0.5,0.8852442656142938,0.8857762871902223,1,204,allocation 1:1
1:1,True,0.7822869764936485,model TTL,27,94.5,94.5,0.0,0.8802396130754745,0.8802396130754745,0,189,allocation 1:1
1:1,True,0.7822869764936485,model TTL,31,93.5,93.0,0.5,0.8808048077590271,0.8813920736998074,1,187,allocation 1:1
1:1,True,0.7822869764936485,model TTL,46,98.0,98.0,0.0,0.8843494115204131,0.8843494115204131,0,196,allocation 1:1
1:1,True,0.7822869764936485,model TTL,30,95.0,94.5,0.5,0.8830805294153564,0.8836405116572323,1,190,allocation 1:1
1:1,True,0.7822869764936485,model TTL,29,102.5,102.0,0.5,0.8808128529837417,0.8813205439998344,1,205,allocation 1:1
1:1,True,0.7822869764936485,model TTL,33,87.0,85.5,1.5,0.8814688541534924,0.8832933071895722,3,174,allocation 1:1
1:1,True,0.7822869764936485,model TTL,34,89.5,88.5,1.0,0.8820715080383981,0.8832232823179035,2,179,allocation 1:1
1:1,True,0.7822869764936485,model TTL,32,90.5,89.5,1.0,0.880683667684182,0.8818385432837862,2,181,allocation 1:1
1:1,True,0.7822869764936485,model TTL,35,89.0,89.0,0.0,0.881776778174094,0.881776778174094,0,178,allocation 1:1
1:1,True,0.7822869764936485,model TTL,37,99.0,99.0,0.0,0.8828571121090738,0.8828571121090738,0,198,allocation 1:1
1:1,True,0.7822869764936485,model TTL,39,102.0,101.0,1.0,0.8798856359072363,0.880948119250302,2,204,allocation 1:1
1:1,True,0.7822869764936485,model TTL,36,97.0,96.0,1.0,0.8794763903340647,0.880529210866307,2,194,allocation 1:1
1:1,True,0.7822869764936485,model TTL,41,87.5,87.5,0.0,0.8806325413868182,0.8806325413868182,0,175,allocation 1:1
1:1,True,0.7822869764936485,model TTL,38,107.5,106.5,1.0,0.8817059108340789,0.8827197039503677,2,215,allocation 1:1
1:1,True,0.7822869764936485,model TTL,44,100.5,99.5,1.0,0.8804098696714314,0.8815029843009939,2,201,allocation 1:1
1:1,True,0.7822869764936485,model TTL,40,108.0,106.5,1.5,0.8813531687009082,0.8827742995057136,3,216,allocation 1:1
1:1,True,0.7822869764936485,model TTL,42,92.0,92.0,0.0,0.879578495081346,0.879578495081346,0,184,allocation 1:1
1:1,True,0.7822869764936485,model TTL,43,102.0,100.5,1.5,0.8817539963233184,0.8833567417725592,3,204,allocation 1:1
1:1,True,0.7822869764936485,model TTL,47,93.0,93.0,0.0,0.883532196504608,0.883532196504608,0,186,allocation 1:1
1:1,True,0.7822869764936485,model TTL,52,85.5,84.0,1.5,0.8802492440833566,0.8820360757226402,3,171,allocation 1:1
1:1,True,0.7822869764936485,model TTL,45,93.0,92.5,0.5,0.8848155372333827,0.8854063505413955,1,186,allocation 1:1
1:1,True,0.7822869764936485,model TTL,48,97.5,97.0,0.5,0.8836163484691713,0.884175055069954,1,195,allocation 1:1
1:1,True,0.7822869764936485,model TTL,49,92.5,92.0,0.5,0.8817887562998236,0.8823795927212972,1,185,allocation 1:1
1:1,True,0.7822869764936485,model TTL,50,96.0,95.5,0.5,0.8818100867930656,0.8823382207402107,1,192,allocation 1:1
1:1,True,0.7822869764936485,model TTL,51,104.5,104.0,0.5,0.8846809362853689,0.8851995394415784,1,209,allocation 1:1
1:1,True,0.7822869764936485,model TTL,53,90.0,89.5,0.5,0.8817419210030497,0.8823489995854764,1,180,allocation 1:1
1:1,True,0.7822869764936485,model TTL,54,106.0,105.5,0.5,0.8839361666385489,0.8844308498425246,1,212,allocation 1:1
1:1,True,0.7822869764936485,model TTL,55,87.0,86.5,0.5,0.8794769194576045,0.8800494554222617,1,174,allocation 1:1
1:1,True,0.7822869764936485,model TTL,57,105.0,104.5,0.5,0.8812519214373602,0.8817329412470646,1,210,allocation 1:1
1:1,True,0.7822869764936485,model TTL,56,97.0,94.0,3.0,0.8781518416416788,0.8814090386462876,6,194,allocation 1:1
1:1,True,0.7822869764936485,model TTL,59,98.5,98.5,0.0,0.8855763801083136,0.8855763801083136,0,197,allocation 1:1
1:1,True,0.7822869764936485,model TTL,65,91.5,91.5,0.0,0.8825464514877621,0.8825464514877621,0,183,allocation 1:1
1:1,True,0.7822869764936485,model TTL,58,95.5,95.5,0.0,0.8845121849353024,0.8845121849353024,0,191,allocation 1:1
1:1,True,0.7822869764936485,model TTL,63,99.5,99.5,0.0,0.8842058163035016,0.8842058163035016,0,199,allocation 1:1
1:1,True,0.7822869764936485,model TTL,60,102.5,102.5,0.0,0.880519456608789,0.880519456608789,0,205,allocation 1:1
1:1,True,0.7822869764936485,model TTL,61,94.0,94.0,0.0,0.8807980341948012,0.8807980341948012,0,188,allocation 1:1
1:1,True,0.7822869764936485,model TTL,62,87.5,87.0,0.5,0.8816740522882289,0.8822571751231908,1,175,allocation 1:1
1:1,True,0.7822869764936485,model TTL,66,96.0,95.0,1.0,0.8815806958635874,0.8826622004089536,2,192,allocation 1:1
1:1,True,0.7822869764936485,model TTL,76,97.5,97.5,0.0,0.881892813276661,0.881892813276661,0,195,allocation 1:1
1:1,True,0.7822869764936485,model TTL,67,91.5,90.5,1.0,0.8823602666302569,0.8835626115665494,2,183,allocation 1:1
1:1,True,0.7822869764936485,model TTL,72,95.5,95.0,0.5,0.8796648377494213,0.8802118594388039,1,191,allocation 1:1
1:1,True,0.7822869764936485,model TTL,70,90.0,90.0,0.0,0.8804740187210933,0.8804740187210933,0,180,allocation 1:1
1:1,True,0.7822869764936485,model TTL,74,96.0,94.5,1.5,0.880771269252859,0.8824931368995346,3,192,allocation 1:1
1:1,True,0.7822869764936485,model TTL,64,106.0,106.0,0.0,0.8811249166671242,0.8811249166671242,0,212,allocation 1:1
1:1,True,0.7822869764936485,model TTL,68,94.0,93.0,1.0,0.8819202016401337,0.8830181060421017,2,188,allocation 1:1
1:1,True,0.7822869764936485,model TTL,75,93.5,93.0,0.5,0.8832124820170627,0.883814610692645,1,187,allocation 1:1
1:1,True,0.7822869764936485,model TTL,71,91.0,90.5,0.5,0.8818178257588373,0.8823791912105168,1,182,allocation 1:1
1:1,True,0.7822869764936485,model TTL,73,108.0,107.5,0.5,0.8838636446505319,0.8843736068173736,1,216,allocation 1:1
1:1,True,0.7822869764936485,model TTL,77,98.0,97.5,0.5,0.880310091009282,0.8808567082061743,1,196,allocation 1:1
1:1,True,0.7822869764936485,model TTL,69,94.5,94.5,0.0,0.8819671719854265,0.8819671719854265,0,189,allocation 1:1
1:1,True,0.7822869764936485,model TTL,82,92.5,90.5,2.0,0.8770741966801381,0.8792344084021384,4,185,allocation 1:1
1:1,True,0.7822869764936485,model TTL,78,94.0,93.0,1.0,0.8829582109215993,0.8841389801054308,2,188,allocation 1:1
1:1,True,0.7822869764936485,model TTL,81,95.0,94.0,1.0,0.8793058622521852,0.8804183697857465,2,190,allocation 1:1
1:1,True,0.7822869764936485,model TTL,79,91.5,90.0,1.5,0.881750063622377,0.8835265704822668,3,183,allocation 1:1
1:1,True,0.7822869764936485,model TTL,80,93.0,92.5,0.5,0.8821144652039187,0.8826941756159804,1,186,allocation 1:1
1:1,True,0.7822869764936485,model TTL,83,95.0,95.0,0.0,0.8844329495244757,0.8844329495244757,0,190,allocation 1:1
1:1,True,0.7822869764936485,model TTL,84,89.5,89.0,0.5,0.8798501975407672,0.8804258261317763,1,179,allocation 1:1
1:1,True,0.7822869764936485,model TTL,85,97.0,96.0,1.0,0.8805770097146352,0.8816333855870454,2,194,allocation 1:1
1:1,True,0.7822869764936485,model TTL,86,91.0,91.0,0.0,0.8789929110740116,0.8789929110740116,0,182,allocation 1:1
1:1,True,0.7822869764936485,model TTL,87,101.0,101.0,0.0,0.8850392994452346,0.8850392994452346,0,202,allocation 1:1
1:1,True,0.7822869764936485,model TTL,92,98.5,98.0,0.5,0.8799820192616451,0.8805006638542815,1,197,allocation 1:1
1:1,True,0.7822869764936485,model TTL,88,101.0,101.0,0.0,0.8815520387776359,0.8815520387776359,0,202,allocation 1:1
1:1,True,0.7822869764936485,model TTL,90,97.5,97.0,0.5,0.8819190417956809,0.8824652890506007,1,195,allocation 1:1
1:1,True,0.7822869764936485,model TTL,89,114.0,113.5,0.5,0.8844360542692148,0.8848929585558231,1,228,allocation 1:1
1:1,True,0.7822869764936485,model TTL,91,91.5,91.0,0.5,0.8766273733690295,0.8771654951201313,1,183,allocation 1:1
1:1,True,0.7822869764936485,model TTL,95,106.0,105.5,0.5,0.8808570325901491,0.8813688655669727,1,212,allocation 1:1
1:1,True,0.7822869764936485,model TTL,94,94.0,93.5,0.5,0.8788968417099665,0.8794821963890579,1,188,allocation 1:1
1:1,True,0.7822869764936485,model TTL,93,98.5,98.0,0.5,0.88441266603551,0.8849594455270137,1,197,allocation 1:1
1:1,True,0.7822869764936485,model TTL,96,101.5,101.0,0.5,0.8825927435091495,0.8830959922250942,1,203,allocation 1:1
1:1,True,0.7822869764936485,model TTL,98,103.5,102.5,1.0,0.8828125256846596,0.883889755973778,2,207,allocation 1:1
1:1,True,0.7822869764936485,model TTL,99,107.5,107.0,0.5,0.8822543656389029,0.8827349327255909,1,215,allocation 1:1
1:1,True,0.7822869764936485,model TTL,97,91.5,90.5,1.0,0.8794776865426127,0.8805709406552413,2,183,allocation 1:1
1:1,True,0.8145739529872971,no TTL,22,104.0,96.0,8.0,0.8776817426764467,0.8855228512038423,16,208,allocation 1:1
1:1,True,0.8145739529872971,no TTL,29,96.0,91.0,5.0,0.8807899990520269,0.8863426554789108,10,192,allocation 1:1
1:1,True,0.8145739529872971,no TTL,28,94.5,88.0,6.5,0.877912494528114,0.8851287097436707,13,189,allocation 1:1
1:1,True,0.8145739529872971,no TTL,10,97.0,92.0,5.0,0.875522134917988,0.8810531085343035,10,194,allocation 1:1
1:1,True,0.8145739529872971,no TTL,0,96.5,91.0,5.5,0.8770511144222806,0.8833019630353406,11,193,allocation 1:1
1:1,True,0.8145739529872971,no TTL,8,88.5,81.5,7.0,0.873325462932248,0.8822482162768633,14,177,allocation 1:1
1:1,True,0.8145739529872971,no TTL,5,103.5,99.5,4.0,0.8786401251858125,0.882591977008164,8,207,allocation 1:1
1:1,True,0.8145739529872971,no TTL,14,105.5,96.5,9.0,0.8761822071040465,0.8844144709284006,18,211,allocation 1:1
1:1,True,0.8145739529872971,no TTL,11,93.0,89.0,4.0,0.8784722112576759,0.8830210731941261,8,186,allocation 1:1
1:1,True,0.8145739529872971,no TTL,17,91.0,85.5,5.5,0.8779163507159905,0.8842824218930201,11,182,allocation 1:1
1:1,True,0.8145739529872971,no TTL,23,95.5,90.5,5.0,0.8801477748148413,0.8854376216055624,10,191,allocation 1:1
1:1,True,0.8145739529872971,no TTL,24,90.5,87.5,3.0,0.8789260114660309,0.88197227242344,6,181,allocation 1:1
1:1,True,0.8145739529872971,no TTL,4,97.5,92.5,5.0,0.8763592346601923,0.8812438024170812,10,195,allocation 1:1
1:1,True,0.8145739529872971,no TTL,2,93.0,88.5,4.5,0.8788814512226676,0.8835965353568992,9,186,allocation 1:1
1:1,True,0.8145739529872971,no TTL,12,91.0,86.0,5.0,0.8771024335654113,0.8831547851163721,10,182,allocation 1:1
1:1,True,0.8145739529872971,no TTL,1,101.5,97.0,4.5,0.881366391211173,0.8857688748928296,9,203,allocation 1:1
1:1,True,0.8145739529872971,no TTL,15,96.0,91.5,4.5,0.8796183222424669,0.8847900542334324,9,192,allocation 1:1
1:1,True,0.8145739529872971,no TTL,6,94.5,88.5,6.0,0.8826684399307464,0.8888529268779465,12,189,allocation 1:1
1:1,True,0.8145739529872971,no TTL,20,84.5,78.0,6.5,0.874844615991884,0.8829592846956517,13,169,allocation 1:1
1:1,True,0.8145739529872971,no TTL,21,96.5,91.0,5.5,0.8815821480427043,0.887198574311,11,193,allocation 1:1
1:1,True,0.8145739529872971,no TTL,13,100.5,95.0,5.5,0.8778698197670357,0.8833744258736458,11,201,allocation 1:1
1:1,True,0.8145739529872971,no TTL,9,106.0,102.5,3.5,0.8817591297235411,0.8849989143093876,7,212,allocation 1:1
1:1,True,0.8145739529872971,no TTL,19,98.0,93.0,5.0,0.8801012098670691,0.8850533265715899,10,196,allocation 1:1
1:1,True,0.8145739529872971,no TTL,18,108.0,102.0,6.0,0.8820907651144323,0.887700150916021,12,216,allocation 1:1
